Compound,Channel,Experiment,Dose,Response
Chlorpromazine,KvLQT1/mink,1,0.035,3.8
Chlorpromazine,KvLQT1/mink,2,0.035,1.7
Chlorpromazine,KvLQT1/mink,3,0.035,0.02
Chlorpromazine,KvLQT1/mink,1,0.35,0.9
Chlorpromazine,KvLQT1/mink,2,0.35,5.7
Chlorpromazine,KvLQT1/mink,3,0.35,5.3
Chlorpromazine,KvLQT1/mink,1,1.75,0.8
Chlorpromazine,KvLQT1/mink,2,1.75,6.4
Chlorpromazine,KvLQT1/mink,3,1.75,6.9
Chlorpromazine,KvLQT1/mink,1,10.5,3.9
Chlorpromazine,KvLQT1/mink,2,10.5,11.5
Chlorpromazine,KvLQT1/mink,3,10.5,0.2
Chlorpromazine,Kv4.3,1,0.035,0
Chlorpromazine,Kv4.3,2,0.035,0
Chlorpromazine,Kv4.3,3,0.035,1.8
Chlorpromazine,Kv4.3,1,0.35,0
Chlorpromazine,Kv4.3,2,0.35,0.9
Chlorpromazine,Kv4.3,3,0.35,3.1
Chlorpromazine,Kv4.3,1,1.75,0
Chlorpromazine,Kv4.3,2,1.75,1.4
Chlorpromazine,Kv4.3,3,1.75,10.9
Chlorpromazine,Kv4.3,1,10.5,10.4
Chlorpromazine,Kv4.3,2,10.5,5.7
Chlorpromazine,Kv4.3,3,10.5,1.9
Chlorpromazine,Kir2.1,1,0.035,0
Chlorpromazine,Kir2.1,2,0.035,0
Chlorpromazine,Kir2.1,3,0.035,0
Chlorpromazine,Kir2.1,1,0.35,6.7
Chlorpromazine,Kir2.1,2,0.35,4.8
Chlorpromazine,Kir2.1,3,0.35,10.3
Chlorpromazine,Kir2.1,1,1.75,26.8
Chlorpromazine,Kir2.1,2,1.75,21
Chlorpromazine,Kir2.1,3,1.75,32.8
Chlorpromazine,Kir2.1,1,10.5,41.2
Chlorpromazine,Kir2.1,2,10.5,48.6
Chlorpromazine,Kir2.1,3,10.5,63.4
Cibenzoline,hERG,1,0.6,14.4
Cibenzoline,hERG,2,0.6,18.4
Cibenzoline,hERG,3,0.6,22.8
Cibenzoline,hERG,4,0.6,23.6
Cibenzoline,hERG,1,1.8,53.1
Cibenzoline,hERG,2,1.8,49.1
Cibenzoline,hERG,3,1.8,57.2
Cibenzoline,hERG,1,6,80.9
Cibenzoline,hERG,2,6,71.3
Cibenzoline,hERG,3,6,61.6
Cibenzoline,hERG,1,60,90.1
Cibenzoline,hERG,2,60,95.6
Cibenzoline,hERG,3,60,78.9
Cibenzoline,Nav1.5-peak,1,0.6,0.1
Cibenzoline,Nav1.5-peak,2,0.6,0
Cibenzoline,Nav1.5-peak,3,0.6,0
Cibenzoline,Nav1.5-peak,1,1.8,2.3
Cibenzoline,Nav1.5-peak,2,1.8,5.5
Cibenzoline,Nav1.5-peak,3,1.8,2.3
Cibenzoline,Nav1.5-peak,1,6,12.8
Cibenzoline,Nav1.5-peak,2,6,18.3
Cibenzoline,Nav1.5-peak,3,6,21.2
Cibenzoline,Nav1.5-peak,1,60,70.3
Cibenzoline,Nav1.5-peak,2,60,84.9
Cibenzoline,Nav1.5-peak,3,60,77.9
Cibenzoline,Nav1.5-late,1,0.6,0
Cibenzoline,Nav1.5-late,2,0.6,3
Cibenzoline,Nav1.5-late,3,0.6,1.5
Cibenzoline,Nav1.5-late,1,1.8,0
Cibenzoline,Nav1.5-late,2,1.8,4.5
Cibenzoline,Nav1.5-late,3,1.8,0
Cibenzoline,Nav1.5-late,1,6,32.3
Cibenzoline,Nav1.5-late,2,6,18.2
Cibenzoline,Nav1.5-late,3,6,12.8
Cibenzoline,Nav1.5-late,1,60,59.5
Cibenzoline,Nav1.5-late,2,60,36.2
Cibenzoline,Nav1.5-late,3,60,57.3
Cibenzoline,Cav1.2,1,0.6,0
Cibenzoline,Cav1.2,2,0.6,0.9
Cibenzoline,Cav1.2,3,0.6,1.2
Cibenzoline,Cav1.2,1,1.8,2.8
Cibenzoline,Cav1.2,2,1.8,2.9
Cibenzoline,Cav1.2,3,1.8,4.3
Cibenzoline,Cav1.2,1,6,14.8
Cibenzoline,Cav1.2,2,6,10.6
Cibenzoline,Cav1.2,3,6,6.7
Cibenzoline,Cav1.2,1,60,28.6
Cibenzoline,Cav1.2,2,60,31.8
Cibenzoline,Cav1.2,3,60,23.8
Cibenzoline,KvLQT1/mink,1,0.6,0
Cibenzoline,KvLQT1/mink,2,0.6,0.2
Cibenzoline,KvLQT1/mink,3,0.6,2.3
Cibenzoline,KvLQT1/mink,1,1.8,5.6
Cibenzoline,KvLQT1/mink,2,1.8,0.9
Cibenzoline,KvLQT1/mink,3,1.8,4
Cibenzoline,KvLQT1/mink,1,6,10.3
Cibenzoline,KvLQT1/mink,2,6,0
Cibenzoline,KvLQT1/mink,3,6,5
Cibenzoline,KvLQT1/mink,1,60,11.5
Cibenzoline,KvLQT1/mink,2,60,0
Cibenzoline,KvLQT1/mink,3,60,0
Cibenzoline,Kv4.3,1,0.6,0
Cibenzoline,Kv4.3,2,0.6,0
Cibenzoline,Kv4.3,3,0.6,1.3
Cibenzoline,Kv4.3,1,1.8,0
Cibenzoline,Kv4.3,2,1.8,0
Cibenzoline,Kv4.3,3,1.8,2.6
Cibenzoline,Kv4.3,1,6,0
Cibenzoline,Kv4.3,2,6,0
Cibenzoline,Kv4.3,3,6,4.1
Cibenzoline,Kv4.3,1,60,0
Cibenzoline,Kv4.3,2,60,0
Cibenzoline,Kv4.3,3,60,5.9
Cibenzoline,Kv4.3,4,60,0
Cibenzoline,Kv4.3,5,60,0
Cibenzoline,Kv4.3,6,60,0.6
Cibenzoline,Kir2.1,1,0.6,0
Cibenzoline,Kir2.1,2,0.6,0
Cibenzoline,Kir2.1,3,0.6,0
Cibenzoline,Kir2.1,1,1.8,10.4
Cibenzoline,Kir2.1,2,1.8,0
Cibenzoline,Kir2.1,3,1.8,0
Cibenzoline,Kir2.1,1,6,5.3
Cibenzoline,Kir2.1,2,6,0
Cibenzoline,Kir2.1,3,6,0
Cibenzoline,Kir2.1,1,60,0.3
Cibenzoline,Kir2.1,2,60,0
Cibenzoline,Kir2.1,3,60,0
Cisapride,hERG,1,0.0025,6.3
Cisapride,hERG,2,0.0025,9.2
Cisapride,hERG,3,0.0025,11
Cisapride,hERG,1,0.0075,29.6
Cisapride,hERG,2,0.0075,38.4
Cisapride,hERG,3,0.0075,42.8
Cisapride,hERG,1,0.025,65.9
Cisapride,hERG,2,0.025,73.2
Cisapride,hERG,3,0.025,78.4
Cisapride,hERG,1,0.125,95.1
Cisapride,hERG,2,0.125,90.3
Cisapride,hERG,3,0.125,100
Cisapride,Nav1.5-peak,1,0.0025,0
Cisapride,Nav1.5-peak,2,0.0025,0.4
Cisapride,Nav1.5-peak,3,0.0025,1.1
Cisapride,Nav1.5-peak,1,0.0075,0
Cisapride,Nav1.5-peak,2,0.0075,2.9
Cisapride,Nav1.5-peak,3,0.0075,1.7
Cisapride,Nav1.5-peak,1,0.025,3.8
Cisapride,Nav1.5-peak,2,0.025,6.1
Cisapride,Nav1.5-peak,3,0.025,0
Cisapride,Nav1.5-peak,4,0.025,0
Cisapride,Nav1.5-peak,1,0.125,6.1
Cisapride,Nav1.5-peak,2,0.125,0.7
Cisapride,Nav1.5-peak,3,0.125,2.9
Cisapride,Nav1.5-peak,4,0.125,0
Cisapride,Nav1.5-late,1,0.0025,4.1
Cisapride,Nav1.5-late,2,0.0025,1.4
Cisapride,Nav1.5-late,3,0.0025,1.2
Cisapride,Nav1.5-late,1,0.0075,0
Cisapride,Nav1.5-late,2,0.0075,0
Cisapride,Nav1.5-late,3,0.0075,0
Cisapride,Nav1.5-late,1,0.025,5.6
Cisapride,Nav1.5-late,2,0.025,0
Cisapride,Nav1.5-late,3,0.025,3.9
Cisapride,Nav1.5-late,1,0.125,8.6
Cisapride,Nav1.5-late,2,0.125,2.7
Cisapride,Nav1.5-late,3,0.125,6.2
Cisapride,Cav1.2,1,0.0025,0
Cisapride,Cav1.2,2,0.0025,0
Cisapride,Cav1.2,3,0.0025,0
Cisapride,Cav1.2,1,0.0075,0
Cisapride,Cav1.2,2,0.0075,0
Cisapride,Cav1.2,3,0.0075,0
Cisapride,Cav1.2,1,0.025,0
Cisapride,Cav1.2,2,0.025,0
Cisapride,Cav1.2,3,0.025,2.5
Cisapride,Cav1.2,1,0.125,0
Cisapride,Cav1.2,2,0.125,0
Cisapride,Cav1.2,3,0.125,2.2
Cisapride,KvLQT1/mink,1,0.0025,0
Cisapride,KvLQT1/mink,2,0.0025,0.01
Cisapride,KvLQT1/mink,3,0.0025,1.2
Cisapride,KvLQT1/mink,1,0.0075,0
Cisapride,KvLQT1/mink,2,0.0075,0.01
Cisapride,KvLQT1/mink,3,0.0075,1.8
Cisapride,KvLQT1/mink,1,0.025,0
Cisapride,KvLQT1/mink,2,0.025,2.2
Cisapride,KvLQT1/mink,3,0.025,3.4
Cisapride,KvLQT1/mink,1,0.125,0
Cisapride,KvLQT1/mink,2,0.125,0.4
Cisapride,KvLQT1/mink,3,0.125,4.9
Cisapride,Kv4.3,1,0.0025,5.4
Cisapride,Kv4.3,2,0.0025,0.3
Cisapride,Kv4.3,3,0.0025,10.3
Cisapride,Kv4.3,1,0.0075,10.5
Cisapride,Kv4.3,2,0.0075,8.9
Cisapride,Kv4.3,3,0.0075,0.3
Cisapride,Kv4.3,1,0.025,9.5
Cisapride,Kv4.3,2,0.025,6.1
Cisapride,Kv4.3,3,0.025,21.1
Cisapride,Kv4.3,1,0.125,17.7
Cisapride,Kv4.3,2,0.125,14.1
Cisapride,Kv4.3,3,0.125,7.7
Cisapride,Kir2.1,1,0.0025,0
Cisapride,Kir2.1,2,0.0025,0
Cisapride,Kir2.1,3,0.0025,0
Cisapride,Kir2.1,1,0.0075,0
Cisapride,Kir2.1,2,0.0075,0
Cisapride,Kir2.1,3,0.0075,0
Cisapride,Kir2.1,1,0.025,0
Cisapride,Kir2.1,2,0.025,0
Cisapride,Kir2.1,3,0.025,13.7
Cisapride,Kir2.1,1,0.125,14.6
Cisapride,Kir2.1,2,0.125,0
Cisapride,Kir2.1,3,0.125,1.2
Diltiazem,hERG,1,0.02,0
Diltiazem,hERG,2,0.02,1.4
Diltiazem,hERG,3,0.02,7.1
Diltiazem,hERG,1,0.15,0
Diltiazem,hERG,2,0.15,1.2
Diltiazem,hERG,3,0.15,6.8
Diltiazem,hERG,1,0.5,5.1
Diltiazem,hERG,2,0.5,19.8
Diltiazem,hERG,3,0.5,13.1
Diltiazem,hERG,1,12.5,64.2
Diltiazem,hERG,2,12.5,59.8
Diltiazem,hERG,3,12.5,62.9
Diltiazem,Nav1.5-peak,1,0.02,0
Diltiazem,Nav1.5-peak,2,0.02,0
Diltiazem,Nav1.5-peak,3,0.02,0
Diltiazem,Nav1.5-peak,1,0.15,0
Diltiazem,Nav1.5-peak,2,0.15,0
Diltiazem,Nav1.5-peak,3,0.15,0
Diltiazem,Nav1.5-peak,1,0.5,4.2
Diltiazem,Nav1.5-peak,2,0.5,0
Diltiazem,Nav1.5-peak,3,0.5,4.3
Diltiazem,Nav1.5-peak,1,12.5,12.8
Diltiazem,Nav1.5-peak,2,12.5,27.3
Diltiazem,Nav1.5-peak,3,12.5,13.1
Diltiazem,Nav1.5-late,1,0.02,0.9
Diltiazem,Nav1.5-late,2,0.02,7.9
Diltiazem,Nav1.5-late,3,0.02,4.5
Diltiazem,Nav1.5-late,1,0.15,0
Diltiazem,Nav1.5-late,2,0.15,0
Diltiazem,Nav1.5-late,3,0.15,6.1
Diltiazem,Nav1.5-late,1,0.5,0
Diltiazem,Nav1.5-late,2,0.5,13.2
Diltiazem,Nav1.5-late,3,0.5,7.5
Diltiazem,Nav1.5-late,1,12.5,43.2
Diltiazem,Nav1.5-late,2,12.5,46.9
Diltiazem,Nav1.5-late,3,12.5,27.1
Diltiazem,Cav1.2,1,0.02,30.9
Diltiazem,Cav1.2,2,0.02,22.4
Diltiazem,Cav1.2,3,0.02,22.5
Diltiazem,Cav1.2,1,0.15,64.3
Diltiazem,Cav1.2,2,0.15,42.9
Diltiazem,Cav1.2,3,0.15,43.5
Diltiazem,Cav1.2,1,0.5,89.4
Diltiazem,Cav1.2,2,0.5,75.3
Diltiazem,Cav1.2,3,0.5,70.3
Diltiazem,Cav1.2,1,12.5,97.8
Diltiazem,Cav1.2,2,12.5,93.1
Diltiazem,Cav1.2,3,12.5,100
Diltiazem,KvLQT1/mink,1,0.02,0
Diltiazem,KvLQT1/mink,2,0.02,0.3
Diltiazem,KvLQT1/mink,3,0.02,0
Diltiazem,KvLQT1/mink,1,0.15,0
Diltiazem,KvLQT1/mink,2,0.15,0
Diltiazem,KvLQT1/mink,3,0.15,0
Diltiazem,KvLQT1/mink,1,0.5,0
Diltiazem,KvLQT1/mink,2,0.5,0
Diltiazem,KvLQT1/mink,3,0.5,0
Diltiazem,KvLQT1/mink,1,12.5,0
Diltiazem,KvLQT1/mink,2,12.5,0
Diltiazem,KvLQT1/mink,3,12.5,0
Diltiazem,Kv4.3,1,0.02,0.3
Diltiazem,Kv4.3,2,0.02,0
Diltiazem,Kv4.3,3,0.02,9.6
Diltiazem,Kv4.3,1,0.15,5.5
Diltiazem,Kv4.3,2,0.15,5.8
Diltiazem,Kv4.3,3,0.15,9.8
Diltiazem,Kv4.3,1,0.5,5.9
Diltiazem,Kv4.3,2,0.5,2
Diltiazem,Kv4.3,3,0.5,9.4
Diltiazem,Kv4.3,1,12.5,9.3
Diltiazem,Kv4.3,2,12.5,8
Diltiazem,Kv4.3,3,12.5,15.8
Diltiazem,Kir2.1,1,0.02,0
Diltiazem,Kir2.1,2,0.02,7.9
Diltiazem,Kir2.1,3,0.02,1.3
Diltiazem,Kir2.1,1,0.15,0
Diltiazem,Kir2.1,2,0.15,6.8
Diltiazem,Kir2.1,3,0.15,6.3
Diltiazem,Kir2.1,1,0.5,5.6
Diltiazem,Kir2.1,2,0.5,0
Diltiazem,Kir2.1,3,0.5,9.1
Diltiazem,Kir2.1,1,12.5,4.8
Diltiazem,Kir2.1,2,12.5,0
Diltiazem,Kir2.1,3,12.5,9
Dofetilide,hERG,1,0.0001,11
Dofetilide,hERG,2,0.0001,11.2
Dofetilide,hERG,1,0.001,47.9
Dofetilide,hERG,2,0.001,41.8
Dofetilide,hERG,3,0.001,39.6
Dofetilide,hERG,4,0.001,44.5
Dofetilide,hERG,5,0.001,47.7
Dofetilide,hERG,1,0.002,70.4
Dofetilide,hERG,2,0.002,63.3
Dofetilide,hERG,3,0.002,58.4
Dofetilide,hERG,4,0.002,50.9
Dofetilide,hERG,5,0.002,51.3
Dofetilide,hERG,1,0.003,66.6
Dofetilide,hERG,2,0.003,55.9
Dofetilide,hERG,3,0.003,53.1
Dofetilide,hERG,1,0.006,67.3
Dofetilide,hERG,2,0.006,68.7
Dofetilide,hERG,3,0.006,66.5
Dofetilide,Nav1.5-peak,1,0.001,0
Dofetilide,Nav1.5-peak,2,0.001,1.4
Dofetilide,Nav1.5-peak,3,0.001,0.1
Dofetilide,Nav1.5-peak,4,0.001,0.5
Dofetilide,Nav1.5-peak,1,0.002,0.8
Dofetilide,Nav1.5-peak,2,0.002,0
Dofetilide,Nav1.5-peak,3,0.002,2.7
Dofetilide,Nav1.5-peak,1,0.003,0.6
Dofetilide,Nav1.5-peak,2,0.003,0
Dofetilide,Nav1.5-peak,3,0.003,2.5
Dofetilide,Nav1.5-peak,1,0.006,0.8
Dofetilide,Nav1.5-peak,2,0.006,1.5
Dofetilide,Nav1.5-peak,3,0.006,5.1
Dofetilide,Nav1.5-late,1,0.001,0
Dofetilide,Nav1.5-late,2,0.001,0
Dofetilide,Nav1.5-late,3,0.001,0
Dofetilide,Nav1.5-late,1,0.002,0
Dofetilide,Nav1.5-late,2,0.002,0
Dofetilide,Nav1.5-late,3,0.002,0
Dofetilide,Nav1.5-late,1,0.003,1.4
Dofetilide,Nav1.5-late,2,0.003,0
Dofetilide,Nav1.5-late,3,0.003,0
Dofetilide,Nav1.5-late,1,0.006,0
Dofetilide,Nav1.5-late,2,0.006,0
Dofetilide,Nav1.5-late,3,0.006,1.4
Dofetilide,Cav1.2,1,0.001,0
Dofetilide,Cav1.2,2,0.001,0.4
Dofetilide,Cav1.2,3,0.001,0
Dofetilide,Cav1.2,4,0.001,0
Dofetilide,Cav1.2,1,0.002,0
Dofetilide,Cav1.2,2,0.002,1.1
Dofetilide,Cav1.2,3,0.002,0
Dofetilide,Cav1.2,4,0.002,0
Dofetilide,Cav1.2,1,0.003,2.1
Dofetilide,Cav1.2,2,0.003,0
Dofetilide,Cav1.2,3,0.003,0
Dofetilide,Cav1.2,1,0.006,3.6
Dofetilide,Cav1.2,2,0.006,0
Dofetilide,Cav1.2,3,0.006,0
Dofetilide,KvLQT1/mink,1,0.001,0
Dofetilide,KvLQT1/mink,2,0.001,0
Dofetilide,KvLQT1/mink,3,0.001,0
Dofetilide,KvLQT1/mink,1,0.002,1.3
Dofetilide,KvLQT1/mink,2,0.002,0
Dofetilide,KvLQT1/mink,3,0.002,0
Dofetilide,KvLQT1/mink,1,0.003,3.9
Dofetilide,KvLQT1/mink,2,0.003,0
Dofetilide,KvLQT1/mink,3,0.003,0
Dofetilide,KvLQT1/mink,1,0.006,0.7
Dofetilide,KvLQT1/mink,2,0.006,0
Dofetilide,KvLQT1/mink,3,0.006,0
Dofetilide,Kv4.3,1,0.001,4.3
Dofetilide,Kv4.3,2,0.001,5.9
Dofetilide,Kv4.3,3,0.001,3.9
Dofetilide,Kv4.3,1,0.002,20.9
Dofetilide,Kv4.3,2,0.002,16.9
Dofetilide,Kv4.3,3,0.002,14.2
Dofetilide,Kv4.3,1,0.003,26.9
Dofetilide,Kv4.3,2,0.003,28.4
Dofetilide,Kv4.3,3,0.003,14.3
Dofetilide,Kv4.3,1,0.006,34.9
Dofetilide,Kv4.3,2,0.006,24.1
Dofetilide,Kv4.3,3,0.006,22.1
Dofetilide,Kir2.1,1,0.001,0
Dofetilide,Kir2.1,2,0.001,0.6
Dofetilide,Kir2.1,3,0.001,0
Dofetilide,Kir2.1,1,0.002,0
Dofetilide,Kir2.1,2,0.002,0
Dofetilide,Kir2.1,3,0.002,3
Dofetilide,Kir2.1,1,0.003,0
Dofetilide,Kir2.1,2,0.003,0
Dofetilide,Kir2.1,3,0.003,12.4
Dofetilide,Kir2.1,1,0.006,0
Dofetilide,Kir2.1,2,0.006,0
Dofetilide,Kir2.1,3,0.006,10.1
Flecainide,hERG,1,0.2,30
Flecainide,hERG,2,0.2,24.1
Flecainide,hERG,3,0.2,25.6
Flecainide,hERG,4,0.2,24.1
Flecainide,hERG,1,1,54.7
Flecainide,hERG,2,1,68.2
Flecainide,hERG,3,1,52.6
Flecainide,hERG,1,4,81
Flecainide,hERG,2,4,78.8
Flecainide,hERG,3,4,79
Flecainide,hERG,1,20,92.8
Flecainide,hERG,2,20,100
Flecainide,hERG,3,20,95.5
Flecainide,Nav1.5-peak,1,0.2,0
Flecainide,Nav1.5-peak,2,0.2,0.6
Flecainide,Nav1.5-peak,3,0.2,0
Flecainide,Nav1.5-peak,1,1,0
Flecainide,Nav1.5-peak,2,1,4.3
Flecainide,Nav1.5-peak,3,1,0.5
Flecainide,Nav1.5-peak,1,4,21.4
Flecainide,Nav1.5-peak,2,4,33.3
Flecainide,Nav1.5-peak,3,4,28.5
Flecainide,Nav1.5-peak,1,20,77.6
Flecainide,Nav1.5-peak,2,20,88.5
Flecainide,Nav1.5-peak,3,20,99.8
Flecainide,Nav1.5-late,1,0.2,1.8
Flecainide,Nav1.5-late,2,0.2,6.8
Flecainide,Nav1.5-late,3,0.2,1.7
Flecainide,Nav1.5-late,1,1,16.7
Flecainide,Nav1.5-late,2,1,20.4
Flecainide,Nav1.5-late,3,1,14.1
Flecainide,Nav1.5-late,1,4,24.5
Flecainide,Nav1.5-late,2,4,28.7
Flecainide,Nav1.5-late,3,4,17.6
Flecainide,Nav1.5-late,1,20,52.3
Flecainide,Nav1.5-late,2,20,51.8
Flecainide,Nav1.5-late,3,20,49.1
Flecainide,Nav1.5-late,4,20,53.6
Flecainide,Cav1.2,1,0.2,3.9
Flecainide,Cav1.2,2,0.2,1.5
Flecainide,Cav1.2,3,0.2,0
Flecainide,Cav1.2,1,1,0.1
Flecainide,Cav1.2,2,1,2.5
Flecainide,Cav1.2,3,1,0.6
Flecainide,Cav1.2,1,4,4.7
Flecainide,Cav1.2,2,4,9.6
Flecainide,Cav1.2,3,4,6.9
Flecainide,Cav1.2,1,20,30.3
Flecainide,Cav1.2,2,20,56.5
Flecainide,Cav1.2,3,20,37.9
Flecainide,KvLQT1/mink,1,0.2,0
Flecainide,KvLQT1/mink,2,0.2,0
Flecainide,KvLQT1/mink,3,0.2,0
Flecainide,KvLQT1/mink,1,1,0
Flecainide,KvLQT1/mink,2,1,1.1
Flecainide,KvLQT1/mink,3,1,0
Flecainide,KvLQT1/mink,1,4,0
Flecainide,KvLQT1/mink,2,4,0
Flecainide,KvLQT1/mink,3,4,0
Flecainide,KvLQT1/mink,1,20,14.7
Flecainide,KvLQT1/mink,2,20,23.3
Flecainide,KvLQT1/mink,3,20,20.5
Flecainide,KvLQT1/mink,4,20,13
Flecainide,Kv4.3,1,0.2,11.3
Flecainide,Kv4.3,2,0.2,8.6
Flecainide,Kv4.3,3,0.2,11.9
Flecainide,Kv4.3,1,1,12.8
Flecainide,Kv4.3,2,1,18.1
Flecainide,Kv4.3,3,1,13.4
Flecainide,Kv4.3,1,4,34.8
Flecainide,Kv4.3,2,4,36.1
Flecainide,Kv4.3,3,4,30.6
Flecainide,Kv4.3,1,20,68.1
Flecainide,Kv4.3,2,20,58.6
Flecainide,Kv4.3,3,20,67.9
Flecainide,Kir2.1,1,0.2,1.6
Flecainide,Kir2.1,2,0.2,0
Flecainide,Kir2.1,3,0.2,0
Flecainide,Kir2.1,1,1,0
Flecainide,Kir2.1,2,1,0.6
Flecainide,Kir2.1,3,1,0
Flecainide,Kir2.1,1,4,0
Flecainide,Kir2.1,2,4,0
Flecainide,Kir2.1,3,4,0
Flecainide,Kir2.1,1,20,0
Flecainide,Kir2.1,2,20,0
Flecainide,Kir2.1,3,20,1
Lidocaine,hERG,1,0.625,0
Lidocaine,hERG,2,0.625,0
Lidocaine,hERG,3,0.625,1.5
Lidocaine,hERG,1,2.5,0
Lidocaine,hERG,2,2.5,1
Lidocaine,hERG,3,2.5,2.7
Lidocaine,hERG,1,5,0
Lidocaine,hERG,2,5,0.4
Lidocaine,hERG,3,5,1.9
Lidocaine,hERG,1,10,1.8
Lidocaine,hERG,2,10,3.9
Lidocaine,hERG,3,10,5.4
Lidocaine,Nav1.5-peak,1,0.625,0
Lidocaine,Nav1.5-peak,2,0.625,0.7
Lidocaine,Nav1.5-peak,3,0.625,0
Lidocaine,Nav1.5-peak,1,2.5,0
Lidocaine,Nav1.5-peak,2,2.5,7.3
Lidocaine,Nav1.5-peak,3,2.5,0
Lidocaine,Nav1.5-peak,1,5,4.6
Lidocaine,Nav1.5-peak,2,5,3.3
Lidocaine,Nav1.5-peak,3,5,4.9
Lidocaine,Nav1.5-peak,1,10,32.8
Lidocaine,Nav1.5-peak,2,10,10.7
Lidocaine,Nav1.5-peak,3,10,10.9
Lidocaine,Nav1.5-late,1,0.625,1.7
Lidocaine,Nav1.5-late,2,0.625,4.5
Lidocaine,Nav1.5-late,3,0.625,5.7
Lidocaine,Nav1.5-late,1,2.5,13.3
Lidocaine,Nav1.5-late,2,2.5,15
Lidocaine,Nav1.5-late,3,2.5,9.2
Lidocaine,Nav1.5-late,1,5,29.1
Lidocaine,Nav1.5-late,2,5,32.6
Lidocaine,Nav1.5-late,3,5,20.8
Lidocaine,Nav1.5-late,1,10,40.9
Lidocaine,Nav1.5-late,2,10,49.1
